cut,+02:00
eest,+02:00
eet,+02:00
fet,+02:00
iddt,+02:00
idt,+02:00
ist,+02:00
jmt,+02:00
kmt,+02:00
lst,+02:00
rmt,+02:00
sast,+02:00
swat,+02:00
trst,+02:00
trt,+02:00
wast,+02:00
wmt,+02:00
ast,+03:00
beat,+03:00
beaut,+03:00
eat,+03:00
mdst,+03:00
mmt,+03:00
msd,+03:00
msk,+03:00
msm,+03:00
stat,+03:00
syot,+03:00
tsat,+03:00
volst,+03:00
volt,+03:00
irdt,+03:30
irst,+03:30
tmt,+03:30
amst,+04:00
amt,+04:00
azst,+04:00
azt,+04:00
bakst,+04:00
bakt,+04:00
gest,+04:00
get,+04:00
gst,+04:00
kuyst,+04:00
kuyt,+04:00
must,+04:00
mut,+04:00
ret,+04:00
sct,+04:00
tbist,+04:00
tbit,+04:00
tbmt,+04:00
yerst,+04:00
yert,+04:00
aft,+04:30
aktst,+05:00
aktt,+05:00
aqtst,+05:00
aqtt,+05:00
ashst,+05:00
asht,+05:00
dusst,+05:00
dust,+05:00
fort,+05:00
kart,+05:00
mawt,+05:00
mvt,+05:00
orast,+05:00
orat,+05:00
pkst,+05:00
pkt,+05:00
samst,+05:00
samt,+05:00
shest,+05:00
shet,+05:00
svest,+05:00
svet,+05:00
tasst,+05:00
tast,+05:00
tft,+05:00
tjt,+05:00
urast,+05:00
urat,+05:00
uzst,+05:00
uzt,+05:00
yekst,+05:00
yekt,+05:00
burt,+05:30
ihst,+05:30
lkt,+05:30
almst,+06:00
almt,+06:00
btt,+06:00
dact,+06:00
frust,+06:00
frut,+06:00
iot,+06:00
kgst,+06:00
kgt,+06:00
kizst,+06:00
kizt,+06:00
novst,+06:00
novt,+06:00
omsst,+06:00
omst,+06:00
qyzst,+06:00
qyzt,+06:00
vost,+06:00
xjt,+06:00
cct,+06:30
cxt,+07:00
davt,+07:00
hovst,+07:00
hovt,+07:00
ict,+07:00
javt,+07:00
krast,+07:00
krat,+07:00
plmt,+07:00
wib,+07:00
awdt,+08:00
awst,+08:00
bnt,+08:00
bortst,+08:00
bort,+08:00
chost,+08:00
chot,+08:00
hkst,+08:00
hkt,+08:00
imt,+08:00
irkst,+08:00
irkt,+08:00
jwst,+08:00
malst,+08:00
malt,+08:00
most,+08:00
mot,+08:00
myt,+08:00
phst,+08:00
pht,+08:00
sgt,+08:00
ulast,+08:00
ulat,+08:00
jcst,+08:30
acwdt,+08:45
acwst,+08:45
jdt,+09:00
jst,+09:00
kdt,+09:00
kst,+09:00
tlt,+09:00
wita,+09:00
wit,+09:00
yakst,+09:00
yakt,+09:00
chut,+10:00
chst,+10:00
ddut,+10:00
vlast,+10:00
vlat,+10:00
acdt,+10:30
cast,+10:30
aedt,+11:00
aest,+11:00
kost,+11:00
lhdt,+11:00
lhst,+11:00
magst,+11:00
magt,+11:00
mist,+11:00
ncst,+11:00
nct,+11:00
nft,+11:00
nmt,+11:00
pgt,+11:00
pont,+11:00
sakst,+11:00
sakt,+11:00
sbt,+11:00
sret,+11:00
vust,+11:00
vut,+11:00
anast,+12:00
anat,+12:00
fjst,+12:00
fjt,+12:00
gilt,+12:00
kwat,+12:00
mht,+12:00
nrt,+12:00
petst,+12:00
pett,+12:00
tvt,+12:00
wakt,+12:00
wft,+12:00
nzdt,+13:00
nzmt,+13:00
nzst,+13:00
phot,+13:00
tkt,+13:00
tost,+13:00
tot,+13:00
chadt,+13:45
chast,+13:45
lint,+14:00
sdt,+14:00
wsdt,+14:00
wsst,+14:00
